Wind Speed,Total Rain,Barometric Pressure,Solar Radiation,Rain Intensity,Wind Direction,Maximum Wind Speed,month
1.5,11.1,995.8,0.0,0.0,8,3.5,5
1.5,11.1,995.8,0.0,0.0,8,3.5,5
0.9,11.1,995.8,0.0,0.0,64,1.7,5
0.9,11.1,995.8,0.0,0.0,64,1.7,5
4.9,0.0,990.4,0.0,0.0,178,6.4,5
4.9,0.0,990.4,0.0,0.0,178,6.4,5
1.3,11.1,995.8,0.0,0.0,1,2.9,5
1.3,11.1,995.8,0.0,0.0,1,2.9,5
3.0,0.0,990.4,0.0,0.0,203,3.9,5
3.0,0.0,990.4,0.0,0.0,203,3.9,5
1.7,11.1,995.8,0.0,0.0,303,2.7,5
1.7,11.1,995.8,0.0,0.0,303,2.7,5
4.3,0.0,990.4,0.0,0.0,192,4.6,5
4.3,0.0,990.4,0.0,0.0,192,4.6,5
0.7,11.1,995.8,9.0,0.0,12,2.0,5
0.7,11.1,995.8,9.0,0.0,12,2.0,5
8.1,0.0,990.4,14.0,0.0,183,8.8,5
8.1,0.0,990.4,14.0,0.0,183,8.8,5
5.1,0.0,990.4,56.0,0.0,173,6.4,5
5.1,0.0,990.4,56.0,0.0,173,6.4,5
1.5,11.1,995.8,26.0,0.0,305,1.9,5
1.5,11.1,995.8,26.0,0.0,305,1.9,5
1.6,11.1,995.8,142.0,0.0,317,5.5,5
2.1,11.1,995.8,251.0,0.0,296,5.7,5
2.1,11.1,995.8,251.0,0.0,296,5.7,5
10.4,0.0,990.4,296.0,0.0,217,12.5,5
10.4,0.0,990.4,296.0,0.0,217,12.5,5
1.2,11.1,995.8,126.0,0.0,9,3.1,5
1.2,11.1,995.8,126.0,0.0,9,3.1,5
5.6,0.0,990.4,173.0,0.0,220,6.8,5
5.6,0.0,990.4,173.0,0.0,220,6.8,5
2.1,11.2,995.8,336.0,0.0,342,5.4,5
2.1,11.2,995.8,336.0,0.0,342,5.4,5
3.3,0.0,990.4,280.0,0.0,202,3.8,5
3.3,0.0,990.4,280.0,0.0,202,3.8,5
6.3,0.0,990.4,133.0,0.0,225,6.6,5
6.3,0.0,990.4,133.0,0.0,225,6.6,5
2.0,11.2,995.8,138.0,0.0,81,3.4,5
2.0,11.2,995.8,138.0,0.0,81,3.4,5
2.7,12.1,995.8,990.0,0.0,289,4.4,5
2.7,12.1,995.8,990.0,0.0,289,4.4,5
3.7,0.0,990.4,398.0,0.0,224,4.6,5
3.7,0.0,990.4,398.0,0.0,224,4.6,5
7.8,0.0,990.4,666.0,0.0,224,9.3,5
7.8,0.0,990.4,666.0,0.0,224,9.3,5
3.4,12.1,995.8,506.0,0.0,301,9.4,5
3.4,12.1,995.8,506.0,0.0,301,9.4,5
1.3,12.1,995.8,673.0,0.0,96,3.3,5
1.3,12.1,995.8,673.0,0.0,96,3.3,5
4.6,0.0,990.4,403.0,0.0,240,6.2,5
4.6,0.0,990.4,403.0,0.0,240,6.2,5
2.1,12.1,995.8,229.0,0.0,280,8.5,5
2.1,12.1,995.8,229.0,0.0,280,8.5,5
3.5,0.0,990.4,179.0,0.0,219,4.0,5
3.5,0.0,990.4,179.0,0.0,219,4.0,5
1.1,12.1,995.8,163.0,0.0,81,1.9,5
1.1,12.1,995.8,163.0,0.0,81,1.9,5
7.0,0.0,990.4,214.0,0.0,225,8.1,5
7.0,0.0,990.4,214.0,0.0,225,8.1,5
1.6,12.1,995.8,55.0,0.0,342,4.1,5
1.6,12.1,995.8,55.0,0.0,342,4.1,5
7.9,0.0,990.4,303.0,0.0,223,9.4,5
7.9,0.0,990.4,303.0,0.0,223,9.4,5
5.0,0.0,990.4,146.0,0.0,223,5.7,5
5.0,0.0,990.4,146.0,0.0,223,5.7,5
0.9,12.1,995.8,39.0,0.0,247,4.6,5
0.9,12.1,995.8,39.0,0.0,247,4.6,5
2.7,0.0,990.4,12.0,0.0,195,3.0,5
0.9,12.1,995.8,0.0,0.0,66,1.5,5
0.9,12.1,995.8,0.0,0.0,66,1.5,5
2.2,0.0,990.4,1.0,0.0,193,2.4,5
2.2,0.0,990.4,1.0,0.0,193,2.4,5
1.5,12.1,995.8,0.0,0.0,353,4.6,5
1.5,12.1,995.8,0.0,0.0,353,4.6,5
3.1,0.0,990.4,1.0,0.0,217,3.3,5
3.1,0.0,990.4,1.0,0.0,217,3.3,5
3.3,0.0,990.4,1.0,0.0,170,3.8,5
3.3,0.0,990.4,1.0,0.0,170,3.8,5
1.6,12.1,995.8,0.0,0.0,293,3.3,5
1.6,12.1,995.8,0.0,0.0,293,3.3,5
4.1,0.0,988.5,1.0,0.0,208,4.6,5
4.1,0.0,988.5,1.0,0.0,208,4.6,5
1.4,12.1,988.9,0.0,0.0,288,4.1,5
1.4,12.1,988.9,0.0,0.0,288,4.1,5
2.6,12.1,995.8,0.0,0.0,295,5.1,5
2.6,12.1,995.8,0.0,0.0,295,5.1,5
3.4,0.0,990.4,0.0,0.0,200,4.2,5
3.4,0.0,990.4,0.0,0.0,200,4.2,5
2.2,12.1,995.8,0.0,0.0,299,3.4,5
2.2,12.1,995.8,0.0,0.0,299,3.4,5
2.0,0.0,990.4,1.0,0.0,182,2.6,5
2.0,0.0,990.4,1.0,0.0,182,2.6,5
1.9,12.1,995.8,0.0,0.0,298,5.2,5
1.9,12.1,995.8,0.0,0.0,298,5.2,5
4.9,0.0,990.4,0.0,0.0,198,5.3,5
4.9,0.0,990.4,0.0,0.0,198,5.3,5
1.7,12.1,995.8,0.0,0.0,348,3.1,5
1.7,12.1,995.8,0.0,0.0,348,3.1,5
2.4,0.0,990.4,0.0,0.0,201,3.2,5
2.4,0.0,990.4,0.0,0.0,201,3.2,5
0.8,12.1,995.8,0.0,0.0,166,1.5,5
0.8,12.1,995.8,0.0,0.0,166,1.5,5
1.6,0.0,990.4,0.0,0.0,201,1.8,5
1.6,0.0,990.4,0.0,0.0,201,1.8,5
1.0,12.1,995.8,17.0,0.0,45,3.4,5
1.0,12.1,995.8,17.0,0.0,45,3.4,5
3.4,0.0,990.4,14.0,0.0,185,3.8,5
3.4,0.0,990.4,14.0,0.0,185,3.8,5
2.1,0.0,995.8,154.0,0.0,120,4.0,5
2.1,0.0,995.8,154.0,0.0,120,4.0,5
2.4,0.0,990.4,163.0,0.0,132,3.4,5
2.4,0.0,990.4,163.0,0.0,132,3.4,5
1.9,0.0,988.9,106.0,0.0,110,4.0,5
1.9,0.0,988.9,106.0,0.0,110,4.0,5
3.8,0.0,988.5,74.0,0.0,146,4.9,5
3.8,0.0,988.5,74.0,0.0,146,4.9,5
2.5,0.0,987.7,234.0,0.0,110,5.4,5
2.5,0.0,987.7,234.0,0.0,110,5.4,5
4.4,0.0,987.5,248.0,0.0,144,5.5,5
4.4,0.0,987.5,248.0,0.0,144,5.5,5
6.3,0.0,986.8,429.0,0.0,202,7.0,5
6.3,0.0,986.8,429.0,0.0,202,7.0,5
2.6,4.5,986.9,360.0,0.0,261,6.9,5
2.6,4.5,986.9,360.0,0.0,261,6.9,5
7.1,0.0,986.1,569.0,0.0,207,7.6,5
7.1,0.0,986.1,569.0,0.0,207,7.6,5
0.7,4.5,986.7,481.0,0.0,1,2.3,5
0.7,4.5,986.7,481.0,0.0,1,2.3,5
1.6,4.5,986.0,658.0,0.0,272,4.2,5
1.6,4.5,986.0,658.0,0.0,272,4.2,5
4.1,0.0,985.4,229.0,0.0,233,5.1,5
4.1,0.0,985.4,229.0,0.0,233,5.1,5
6.9,0.0,985.4,137.0,0.0,218,8.0,5
6.9,0.0,985.4,137.0,0.0,218,8.0,5
0.6,4.8,985.8,139.0,0.0,331,2.3,5
0.6,4.8,985.8,139.0,0.0,331,2.3,5
6.9,0.0,985.8,293.0,0.0,223,7.7,5
4.9,0.0,986.1,32.0,0.0,208,5.3,5
2.5,0.0,986.8,12.0,0.0,234,3.5,5
2.5,0.0,986.8,12.0,0.0,234,3.5,5
1.7,5.4,987.2,13.0,0.0,0,6.0,5
1.7,5.4,987.2,13.0,0.0,0,6.0,5
0.8,5.4,987.8,0.0,0.0,0,3.7,5
0.8,5.4,987.8,0.0,0.0,0,3.7,5
4.2,0.0,987.5,0.0,0.0,231,4.5,5
4.2,0.0,987.5,0.0,0.0,231,4.5,5
1.9,0.0,988.1,1.0,0.0,189,2.2,5
2.5,0.0,988.5,0.0,0.0,178,2.8,5
2.5,0.0,988.5,0.0,0.0,178,2.8,5
0.9,5.4,988.9,0.0,0.0,271,2.7,5
0.9,5.4,988.9,0.0,0.0,271,2.7,5
2.0,5.4,988.5,0.0,0.0,280,5.4,5
2.0,5.4,988.5,0.0,0.0,280,5.4,5
4.6,0.0,988.1,0.0,0.0,204,4.9,5
4.6,0.0,988.1,0.0,0.0,204,4.9,5
3.5,0.0,987.8,1.0,0.0,238,4.4,5
3.5,0.0,987.8,1.0,0.0,238,4.4,5
0.8,5.4,988.0,0.0,0.0,301,2.6,5
0.8,5.4,988.0,0.0,0.0,301,2.6,5
1.5,5.4,987.9,0.0,0.0,329,2.9,5
1.5,5.4,987.9,0.0,0.0,329,2.9,5
3.7,0.0,987.5,0.0,0.0,223,3.9,5
3.7,0.0,987.5,0.0,0.0,223,3.9,5
2.6,5.4,988.4,0.0,0.0,279,6.5,5
2.6,5.4,988.4,0.0,0.0,279,6.5,5
3.9,0.0,988.1,1.0,0.0,220,4.7,5
3.9,0.0,988.1,1.0,0.0,220,4.7,5
4.8,0.0,991.2,584.0,0.0,221,5.6,5
4.8,0.0,991.2,584.0,0.0,221,5.6,5
2.3,5.4,991.5,783.0,0.0,269,4.7,5
2.3,5.4,991.5,783.0,0.0,269,4.7,5
3.1,0.0,991.2,723.0,0.0,263,4.0,5
3.1,0.0,991.2,723.0,0.0,263,4.0,5
1.3,5.4,991.6,191.0,0.0,290,3.9,5
1.3,5.4,991.6,191.0,0.0,290,3.9,5
2.1,0.0,991.9,297.0,0.0,237,3.3,5
1.6,5.4,992.5,328.0,0.0,251,5.4,5
1.6,5.4,992.5,328.0,0.0,251,5.4,5
2.9,0.0,992.2,82.0,0.0,283,3.5,5
2.9,0.0,992.2,82.0,0.0,283,3.5,5
1.3,5.6,992.8,361.0,0.0,248,2.4,5
1.3,5.6,992.8,361.0,0.0,248,2.4,5
3.4,0.0,992.6,250.0,0.0,290,3.7,5
3.4,0.0,992.6,250.0,0.0,290,3.7,5
0.9,5.6,993.7,160.0,0.0,303,5.1,5
4.9,0.0,993.9,239.0,0.0,278,5.5,5
1.4,5.6,994.6,269.0,0.0,347,3.7,5
1.4,5.6,994.6,269.0,0.0,347,3.7,5
3.3,0.0,994.2,568.0,0.0,269,4.7,5
3.3,0.0,994.2,568.0,0.0,269,4.7,5
2.6,5.6,995.1,31.0,0.0,18,3.8,5
2.6,5.6,995.1,31.0,0.0,18,3.8,5
2.4,0.0,994.6,289.0,0.0,31,2.9,5
2.4,0.0,994.6,289.0,0.0,31,2.9,5
2.0,5.6,1000.9,847.0,0.0,108,4.6,5
2.0,5.6,1000.9,847.0,0.0,108,4.6,5
2.4,0.0,1000.7,766.0,0.0,120,3.1,5
2.4,0.0,1000.7,766.0,0.0,120,3.1,5
2.1,0.0,1000.0,836.0,0.0,114,2.4,5
1.3,5.6,1000.1,918.0,0.0,98,2.6,5
1.3,5.6,1000.1,918.0,0.0,98,2.6,5
1.7,0.0,1000.0,827.0,0.0,133,2.1,5
1.7,0.0,1000.0,827.0,0.0,133,2.1,5
2.0,0.0,999.3,813.0,0.0,118,2.1,5
1.1,0.0,999.0,733.0,0.0,3,1.4,5
0.6,5.6,999.0,553.0,0.0,55,1.2,5
0.6,5.6,999.0,553.0,0.0,55,1.2,5
1.0,0.0,998.6,491.0,0.0,64,1.2,5
1.0,0.0,998.6,491.0,0.0,64,1.2,5
0.5,5.6,998.3,79.0,0.0,140,1.1,5
0.5,5.6,998.3,79.0,0.0,140,1.1,5
2.1,0.0,998.0,501.0,0.0,49,2.3,5
2.1,0.0,998.0,501.0,0.0,49,2.3,5
0.7,5.6,997.7,60.0,0.0,86,1.4,5
0.7,5.6,997.7,60.0,0.0,86,1.4,5
0.8,0.0,997.3,306.0,0.0,35,1.0,5
0.8,0.0,997.3,306.0,0.0,35,1.0,5
0.8,0.0,997.3,132.0,0.0,82,1.0,5
0.8,0.0,997.3,132.0,0.0,82,1.0,5
0.7,5.6,997.7,41.0,0.0,89,1.2,5
0.7,5.6,997.7,41.0,0.0,89,1.2,5
1.0,0.0,996.6,17.0,0.0,105,1.7,5
1.0,0.0,996.6,17.0,0.0,105,1.7,5
0.9,5.6,997.1,12.0,0.0,133,1.9,5
0.9,5.6,997.1,12.0,0.0,133,1.9,5
1.4,5.6,996.7,1.0,0.0,119,4.2,5
1.4,5.6,996.7,1.0,0.0,119,4.2,5
3.2,0.0,996.3,0.0,0.0,105,3.6,5
3.2,0.0,996.3,0.0,0.0,105,3.6,5
1.5,5.6,996.6,1.0,0.0,94,2.5,5
1.5,5.6,996.6,1.0,0.0,94,2.5,5
1.1,0.0,996.3,0.0,0.0,74,1.5,5
1.1,0.0,996.3,0.0,0.0,74,1.5,5
1.6,0.0,995.6,0.0,0.0,145,1.9,5
1.4,5.6,995.8,0.0,0.0,116,3.3,5
1.4,5.6,995.8,0.0,0.0,116,3.3,5
2.1,0.0,995.3,0.0,0.0,123,2.4,5
2.1,0.0,995.3,0.0,0.0,123,2.4,5
1.1,5.6,995.8,0.0,0.0,113,1.9,5
1.1,5.6,995.8,0.0,0.0,113,1.9,5
2.0,0.0,995.6,0.0,0.0,143,2.5,5
2.0,0.0,995.6,0.0,0.0,143,2.5,5
2.2,5.6,995.2,0.0,0.0,108,3.8,5
2.2,5.6,995.2,0.0,0.0,108,3.8,5
2.2,0.0,994.9,0.0,0.0,175,2.5,5
2.2,0.0,994.9,0.0,0.0,175,2.5,5
1.1,5.6,995.5,0.0,0.0,125,2.5,5
1.1,5.6,995.5,0.0,0.0,125,2.5,5
3.2,0.0,995.3,1.0,0.0,168,3.6,5
3.2,0.0,995.3,1.0,0.0,168,3.6,5
1.5,5.6,994.9,0.0,0.0,101,3.5,5
1.5,5.6,994.9,0.0,0.0,101,3.5,5
3.0,0.0,994.6,0.0,0.0,204,3.7,5
3.0,0.0,994.6,0.0,0.0,204,3.7,5
2.0,5.6,994.3,0.0,0.0,116,4.2,5
2.0,5.6,994.3,0.0,0.0,116,4.2,5
3.4,0.0,993.9,1.0,0.0,148,3.5,5
3.4,0.0,993.9,1.0,0.0,148,3.5,5
1.5,5.6,994.4,28.0,0.0,119,3.5,5
1.5,5.6,994.4,28.0,0.0,119,3.5,5
1.7,0.0,993.9,30.0,0.0,146,2.0,5
1.7,0.0,993.9,30.0,0.0,146,2.0,5
0.8,5.6,994.7,167.0,0.0,0,1.9,5
0.8,5.6,994.7,167.0,0.0,0,1.9,5
1.1,0.0,994.6,122.0,0.0,190,1.3,5
1.1,0.0,994.6,122.0,0.0,190,1.3,5
3.3,0.0,994.6,337.0,0.0,142,3.5,5
3.3,0.0,994.6,337.0,0.0,142,3.5,5
1.3,5.6,995.1,397.0,0.0,87,2.7,5
1.3,5.6,995.1,397.0,0.0,87,2.7,5
1.0,5.6,995.1,535.0,0.0,97,2.5,5
1.0,5.6,995.1,535.0,0.0,97,2.5,5
1.7,0.0,994.9,471.0,0.0,138,2.1,5
1.7,0.0,994.9,471.0,0.0,138,2.1,5
0.5,5.6,994.4,416.0,0.0,98,1.1,5
0.5,5.6,994.4,416.0,0.0,98,1.1,5
5.2,0.0,993.9,524.0,0.0,212,5.9,5
5.2,0.0,993.9,524.0,0.0,212,5.9,5
2.6,0.0,994.2,90.0,0.0,292,3.6,5
2.6,0.0,994.2,90.0,0.0,292,3.6,5
1.4,5.8,994.5,43.0,0.0,339,3.3,5
1.4,5.8,994.5,43.0,0.0,339,3.3,5
3.0,0.0,993.2,758.0,0.0,205,3.3,5
3.0,0.0,993.2,758.0,0.0,205,3.3,5
2.1,8.0,993.5,453.0,0.0,104,4.1,5
2.1,8.0,993.5,453.0,0.0,104,4.1,5
3.1,0.0,992.6,426.0,0.0,139,3.3,5
3.1,0.0,992.6,426.0,0.0,139,3.3,5
2.2,8.0,993.0,939.0,0.0,117,4.2,5
2.2,8.0,993.0,939.0,0.0,117,4.2,5
2.4,0.0,991.2,366.0,0.0,154,3.0,5
2.4,0.0,991.2,366.0,0.0,154,3.0,5
1.9,8.0,991.5,476.0,0.0,119,3.3,5
1.9,8.0,991.5,476.0,0.0,119,3.3,5
1.9,8.0,991.0,75.0,0.0,126,3.6,5
1.9,8.0,991.0,75.0,0.0,126,3.6,5
3.4,0.0,990.9,124.0,0.0,179,3.8,5
3.4,0.0,990.9,124.0,0.0,179,3.8,5
0.9,8.0,990.6,188.0,0.0,116,2.3,5
0.9,8.0,990.6,188.0,0.0,116,2.3,5
2.6,0.0,990.2,146.0,0.0,204,3.0,5
2.6,0.0,990.2,146.0,0.0,204,3.0,5
5.8,0.0,989.8,102.0,0.0,213,6.3,5
5.8,0.0,989.8,102.0,0.0,213,6.3,5
1.8,8.0,990.1,30.0,0.0,240,3.1,5
1.8,8.0,990.1,30.0,0.0,240,3.1,5
2.3,0.0,990.2,93.0,0.0,210,2.7,5
2.3,0.0,990.2,93.0,0.0,210,2.7,5
2.0,8.0,990.6,82.0,0.0,255,5.7,5
2.0,8.0,990.6,82.0,0.0,255,5.7,5
1.5,0.0,990.5,18.0,0.0,221,1.9,5
1.5,0.0,990.5,18.0,0.0,221,1.9,5
0.4,8.0,991.0,12.0,0.0,0,1.9,5
0.4,8.0,991.0,12.0,0.0,0,1.9,5
5.8,0.0,990.5,1.0,0.0,204,6.3,5
5.8,0.0,990.5,1.0,0.0,204,6.3,5
1.3,8.0,991.1,127.9214127987057,0.0,54,2.2,5
1.3,8.0,991.1,127.9214127987057,0.0,54,2.2,5
1.2,8.0,991.4,127.9214127987057,0.0,292,2.3,5
1.2,8.0,991.4,127.9214127987057,0.0,292,2.3,5
6.5,0.0,990.9,0.0,0.0,219,7.0,5
6.5,0.0,990.9,0.0,0.0,219,7.0,5
